"indicator","reportyear","FIPS","County_Name","County_FIPS","treecanopy_n","treecanopy_d","treecanopy_pct","treecanopy_se_pct","treecanopy_rse","treecanopy_pctile","source","version","notes"
"Population-weighted percentage of the census tract area with tree canopy",2011,6037235201,"Los Angeles",6037,NA,NA,3.9619701,1.1948739,30.1585791,23.02065957,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037235202,"Los Angeles",6037,NA,NA,3.5052446,1.1076902,31.6009381,80.34133196,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037236000,"Los Angeles",6037,NA,NA,10.330281,4.8177739,46.6373942,49.40331066,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037236100,"Los Angeles",6037,NA,NA,5.0633675,2.2984078,45.3928686,55.97330938,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037236202,"Los Angeles",6037,NA,NA,5.6981925,3.0135836,52.8866582,43.68022584,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037236203,"Los Angeles",6037,NA,NA,4.6222347,3.4551644,74.7509528,57.46182471,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037236204,"Los Angeles",6037,NA,NA,5.848298,3.0794318,52.6551787,77.92891056,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037236400,"Los Angeles",6037,NA,NA,9.4888105,3.7875418,39.9158754,17.24624663,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237101,"Los Angeles",6037,NA,NA,3.2279006,1.3749773,42.5966432,12.28025151,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237102,"Los Angeles",6037,NA,NA,2.8810435,1.3446999,46.6740583,33.2606185,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237201,"Los Angeles",6037,NA,NA,4.0428392,1.2731486,31.4914486,36.36596946,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237202,"Los Angeles",6037,NA,NA,4.2134992,1.3386773,31.7711538,36.95624278,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237300,"Los Angeles",6037,NA,NA,4.2482827,0.9305928,21.905153,36.14782497,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237401,"Los Angeles",6037,NA,NA,4.1968568,1.1490823,27.3795915,42.75631977,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237402,"Los Angeles",6037,NA,NA,4.5671061,1.187675,26.0049793,15.53958681,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237500,"Los Angeles",6037,NA,NA,3.1165744,1.7229705,55.2841108,16.06569999,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237600,"Los Angeles",6037,NA,NA,3.1454767,0.9671842,30.7484136,18.76042602,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237710,"Los Angeles",6037,NA,NA,3.3065348,1.7340918,52.4443835,25.59989734,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237720,"Los Angeles",6037,NA,NA,3.6371046,2.1192697,58.2680443,45.32272552,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237800,"Los Angeles",6037,NA,NA,4.7273848,1.2617732,26.6907225,44.84794046,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037237900,"Los Angeles",6037,NA,NA,4.6944363,0.9971464,21.241026,48.18426793,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037238000,"Los Angeles",6037,NA,NA,4.9635556,0.8850668,17.8313063,48.50506865,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037238100,"Los Angeles",6037,NA,NA,4.9873231,0.9979931,20.0105966,34.8646221,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037238200,"Los Angeles",6037,NA,NA,4.1252448,0.8732714,21.1689595,14.44886437,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037238310,"Los Angeles",6037,NA,NA,3.0425441,1.8431288,60.5785399,10.43243937,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037238320,"Los Angeles",6037,NA,NA,2.718985,1.7774634,65.3723133,48.44090851,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037238400,"Los Angeles",6037,NA,NA,4.9833967,1.012562,20.318712,14.02540742,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239201,"Los Angeles",6037,NA,NA,3.0104051,1.5458424,51.3499799,16.68163737,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239202,"Los Angeles",6037,NA,NA,3.1880877,1.1998552,37.6355761,19.69716412,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239310,"Los Angeles",6037,NA,NA,3.3497364,1.4614913,43.6300406,17.57987938,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239320,"Los Angeles",6037,NA,NA,3.2421472,1.7496221,53.9649203,14.94931349,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239330,"Los Angeles",6037,NA,NA,3.0761501,1.7119872,55.6535654,27.7685102,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239501,"Los Angeles",6037,NA,NA,3.7483573,1.1783778,31.4371794,19.78698832,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239502,"Los Angeles",6037,NA,NA,3.3544723,1.2824937,38.232354,29.97561915,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239601,"Los Angeles",6037,NA,NA,3.857993,1.8294193,47.4189375,42.66649557,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239602,"Los Angeles",6037,NA,NA,4.5612768,1.9657721,43.0969695,38.4832542,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239701,"Los Angeles",6037,NA,NA,4.3248863,1.7645917,40.8008811,37.0075709,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239702,"Los Angeles",6037,NA,NA,4.2515977,1.4968676,35.2071787,25.02245605,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239801,"Los Angeles",6037,NA,NA,3.6103612,1.2707349,35.1968924,30.34774798,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037239802,"Los Angeles",6037,NA,NA,3.8744685,1.0767099,27.7898741,38.0341332,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240010,"Los Angeles",6037,NA,NA,4.2999761,1.4121924,32.8418671,49.49313486,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240020,"Los Angeles",6037,NA,NA,5.0689961,1.1431375,22.5515564,26.02335429,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240200,"Los Angeles",6037,NA,NA,3.6552802,1.1756206,32.1622571,36.69960221,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240300,"Los Angeles",6037,NA,NA,4.2294367,1.7530052,41.4477239,35.28807905,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240401,"Los Angeles",6037,NA,NA,4.1451151,1.8776793,45.2986062,38.6629026,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240402,"Los Angeles",6037,NA,NA,4.3325277,1.2077578,27.8765165,47.27319389,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240500,"Los Angeles",6037,NA,NA,4.887784,1.2195284,24.9505377,46.13114333,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240600,"Los Angeles",6037,NA,NA,4.7887194,1.1407116,23.8208076,50.94315411,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240700,"Los Angeles",6037,NA,NA,5.1826601,1.0342375,19.9557274,46.41344797,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240800,"Los Angeles",6037,NA,NA,4.8142309,1.1165363,23.1924121,54.40780187,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037240900,"Los Angeles",6037,NA,NA,5.5236212,1.3299868,24.0781684,55.47286026,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241001,"Los Angeles",6037,NA,NA,5.6347737,1.6093102,28.5603336,67.47080713,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241002,"Los Angeles",6037,NA,NA,7.1893883,1.9257324,26.7857615,46.20813551,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241110,"Los Angeles",6037,NA,NA,4.7948085,1.7562966,36.6291305,44.61696394,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241120,"Los Angeles",6037,NA,NA,4.6757649,1.3736933,29.3790068,50.81483383,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241201,"Los Angeles",6037,NA,NA,5.166957,1.377267,26.6552826,48.22276402,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241202,"Los Angeles",6037,NA,NA,4.9687241,1.1618352,23.3829698,52.59848582,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241300,"Los Angeles",6037,NA,NA,5.3283099,2.2418021,42.0734179,62.23533941,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037241400,"Los Angeles",6037,NA,NA,6.4045033,1.9833619,30.9682387,45.46387784,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037242000,"Los Angeles",6037,NA,NA,4.7362911,1.8041891,38.0928677,30.39907609,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037242100,"Los Angeles",6037,NA,NA,3.8771813,3.3867816,87.3516434,48.60772488,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037242200,"Los Angeles",6037,NA,NA,4.997203,1.5050408,30.1176638,37.99563711,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037242300,"Los Angeles",6037,NA,NA,4.2977781,1.5961304,37.1385028,38.91954318,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037242600,"Los Angeles",6037,NA,NA,4.3404964,1.8273299,42.0995611,43.44924933,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037242700,"Los Angeles",6037,NA,NA,4.604746,1.1779768,25.5817984,46.01565508,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037243000,"Los Angeles",6037,NA,NA,4.7759773,1.1966275,25.0551346,39.22751187,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037243100,"Los Angeles",6037,NA,NA,4.3564171,1.4782827,33.9334514,92.01847812,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037261101,"Los Angeles",6037,NA,NA,18.8829213,6.1527196,32.5835158,92.53175927,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037261102,"Los Angeles",6037,NA,NA,19.8832984,8.1856951,41.168698,91.67201335,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037261200,"Los Angeles",6037,NA,NA,18.3399461,4.932148,26.8929253,92.96804825,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037262100,"Los Angeles",6037,NA,NA,20.6525897,8.1113552,39.2752452,92.12113435,"HCI/National Land Cover Database","Wed06Dec17",""
