"indicator","reportyear","FIPS","County_Name","County_FIPS","supermkts_d","supermkts_n","supermkts_pct","supermkts_se_pct","supermkts_rse","supermkts_pctile","source","version","notes"
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037261102,"Los Angeles",6037,4362,24.309764,0.557307749,0.112717448,20.22535091,12.04927499,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037261200,"Los Angeles",6037,4341,1389.120249,32.00000574,0.708002145,2.212506305,37.52085205,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262100,"Los Angeles",6037,3586,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262200,"Los Angeles",6037,4675,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262301,"Los Angeles",6037,2744,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262302,"Los Angeles",6037,2818,38.9723,1.382977289,0.219995082,15.90735323,13.53779032,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262303,"Los Angeles",6037,3290,172.679756,5.248624802,0.388792229,7.407506612,17.37456692,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262400,"Los Angeles",6037,3233,2.2e-05,6.8e-07,0.000145079,21320.07171,7.673553189,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262501,"Los Angeles",6037,3662,3039.713994,83.00693593,0.620631578,3.652264096,73.6173489,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262601,"Los Angeles",6037,3660,1e-05,2.73e-07,8.64e-05,31622.7756,5.92839728,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262604,"Los Angeles",6037,6092,1544.726193,25.35663482,0.557392943,2.198213395,32.6318491,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262704,"Los Angeles",6037,3567,1674.204319,46.93592147,0.835605776,1.780311858,48.47940459,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262706,"Los Angeles",6037,3563,2277.756241,63.92804493,0.804493688,2.230246978,60.7596561,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037262802,"Los Angeles",6037,3759,501.083514,13.33023448,0.554391474,4.15890264,23.55960477,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037264000,"Los Angeles",6037,3358,2504.952942,74.5965736,0.751216715,2.957147212,68.02258437,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037264102,"Los Angeles",6037,2873,2419.149971,84.20292276,0.680431078,4.307322597,74.57975106,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037264103,"Los Angeles",6037,2319,2319,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037264301,"Los Angeles",6037,4646,4646,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037264302,"Los Angeles",6037,5683,5135.552487,90.36692745,0.391379745,4.062875501,78.71166431,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265100,"Los Angeles",6037,2489,0.332783,0.013370149,0.023175368,173.33665,9.842166046,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265201,"Los Angeles",6037,2608,1213.620229,46.53451798,0.976721077,2.098917361,48.1714359,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265202,"Los Angeles",6037,3611,3334.068106,92.3308808,0.442825365,5.774135898,80.02053125,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265303,"Los Angeles",6037,4523,3899.430992,86.2133759,0.512628797,3.718305462,76.10676248,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265304,"Los Angeles",6037,3570,3272.719299,91.6728095,0.462418726,5.553118137,79.60990633,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265305,"Los Angeles",6037,4082,4082,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265410,"Los Angeles",6037,1576,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265420,"Los Angeles",6037,1811,330.484024,18.2487037,0.907620107,4.973614138,27.29372514,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265510,"Los Angeles",6037,4234,4234,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265520,"Los Angeles",6037,4561,4561,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265601,"Los Angeles",6037,2890,977.912142,33.83779038,0.880150777,2.601088214,38.91954318,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265602,"Los Angeles",6037,3042,1166.854688,38.35814227,0.881631375,2.298420421,42.25587065,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037265700,"Los Angeles",6037,4720,3275.72706,69.40099703,0.670757432,2.192089176,64.48094444,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037267100,"Los Angeles",6037,6087,3810.116542,62.59432466,0.620204022,1.65804792,59.78442192,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037267200,"Los Angeles",6037,5927,4246.229094,71.64213083,0.585468564,2.064571778,65.94379571,"USDA_FARA2017","Wed06Dec17",""
